pandaid,IObytesRead,IObytesReadRate,IObytesWriteRate,IObytesWritten,IOcharRead,IOcharReadRate,IOcharWriteRate,IOcharWritten,actualcorecount,assignedpriority,avgpss,avgrss,avgvmem,computingsite,cpu_eff,cpuconsumptiontime,currentpriority,dbTime,failedattempt,hs06sec,inputfilebytes,maxcpucount,maxdiskcount,maxpss,maxrss,maxvmem,minramcount,nevents,outputfilebytes,queue_time,timeExe,timeStageIn,timeStageOut,wall_time,workDirSize
3949315154,425652,3515061,3012112,364748,705247,5823975,2693975,326223,1,895,115397,119808,593573,BNL_PROD,0.15198238,69,895,,0,4531,333411795,600,934,257188,265588,1234404,247,10000,331533687,36253,152,152,15,454,679936
3949315163,425724,3544238,3063042,367924,391100,3255991,2742395,329408,1,895,178007,183268,833037,BNL_PROD,0.18382353,75,895,,0,4072,336702764,600,940,276698,282776,1252684,247,10000,334812089,7005,162,144,21,408,679936
3949315169,331156,2734707,3023442,366120,378346,3124406,2705520,327621,1,895,146721,152274,696329,BNL_PROD,0.17281106,75,895,,0,4332,334840578,600,936,256348,265460,1234400,247,10000,332988870,29735,162,153,22,434,684032
3949315177,400228,3331979,3064307,368076,437349,3641021,2743499,329541,1,895,111726,116304,591046,BNL_PROD,0.1109215,65,895,,0,5849,336839896,600,940,256227,265000,1233380,247,10000,334929811,28591,152,327,14,586,688128
3949315181,272024,4421469,5964426,366952,376564,6120673,5339824,328524,1,895,129335,134556,623718,BNL_PROD,0.17391305,68,895,,0,3902,335860136,600,938,257912,267036,1235424,247,10000,333986442,36690,112,154,17,391,671744
3949315192,263496,2175966,2643968,320168,344506,2844956,2367411,286678,1,895,173444,180302,852652,BNL_PROD,0.1780822,78,895,,0,4371,335134056,600,937,257804,266352,1235420,247,10000,333293582,26730,202,91,20,438,671744
3949315193,402364,3349762,3064407,368088,405873,3378981,2743778,329574,1,895,111510,116368,591221,BNL_PROD,0.16509435,70,895,,0,4232,336802781,600,940,256205,265640,1234368,247,10000,334964249,36685,152,143,14,424,684032
3949304958,279208,4538237,4835295,297484,324576,5275653,4332382,266543,1,895,126808,131932,731030,DESY-HH_UCORE,0.3151751,81,895,,0,2889,334689906,600,936,253298,261604,1346132,247,10000,332807650,204,122,28,9,257,684032
3949304962,301176,2487130,3002632,363600,393998,3253668,2688369,325544,1,895,172902,180945,1002330,DESY-HH_UCORE,0.25376883,101,895,,0,4474,334387318,600,935,256393,267588,1347140,247,10000,332579381,409,202,51,12,398,684032
3949304984,449220,3709687,3043063,368496,409824,3384356,2726739,330191,1,895,108069,113604,697305,DESY-HH_UCORE,0.36900368,100,895,,0,3046,337300092,600,941,255772,265932,1345112,247,10000,335475047,460,162,35,10,271,688128
3949304985,407228,3362915,3031865,367140,410152,3387068,2715603,328842,1,895,162202,169154,843666,DESY-HH_UCORE,0.29069766,100,895,,0,3867,335904204,600,938,254497,265136,1345108,247,10000,334115263,460,182,36,10,344,684032
3949304989,301576,2510681,2969799,356724,382547,3184786,2661888,319738,1,895,170627,178289,935708,DESY-HH_UCORE,0.30939227,112,895,,0,4069,337388297,600,941,256019,266808,1346108,247,10000,335515389,486,192,37,9,362,675840
3949304990,302376,4914809,5197628,319776,345097,5609199,4657773,286562,1,895,128087,133426,730542,DESY-HH_UCORE,0.33333334,79,895,,0,2664,336396684,600,939,255617,264596,1345176,247,10000,334508486,509,122,25,8,237,671744
3949304994,446196,3684715,3018322,365500,733788,6059671,2702817,327294,1,895,114125,120622,701832,DESY-HH_UCORE,0.30625,98,895,,0,3597,334272285,600,935,253276,265432,1345092,247,10000,332407762,515,152,34,9,320,675840
3949305004,305284,4962076,3456568,212660,248949,4046413,3103368,190929,1,895,116798,122338,730502,DESY-HH_UCORE,0.26397514,85,895,,0,3620,335381842,600,937,233151,242420,1345088,247,10000,333498921,485,142,28,8,322,684032
3949305005,309296,5108372,5050830,305812,330268,5454764,4526802,274083,1,895,130225,133954,623200,BNL_PROD,0.20168068,72,895,,0,3563,337196418,600,941,259783,265836,1234396,247,10000,335325178,7725,122,145,15,357,679936
3949305035,241040,1334188,1561306,282072,321487,1779474,1399430,252826,1,895,110801,129929,701779,DESY-HH_UCORE,0.29048842,113,895,,0,4373,335738948,600,938,221725,259164,1346112,247,10000,333836166,541,212,38,13,389,671744
3949305037,297552,4836400,4925797,303052,329621,5357655,4413971,271562,1,895,125506,133960,730512,DESY-HH_UCORE,0.31034482,81,895,,0,2934,334878815,600,936,250480,265660,1345100,247,10000,332980269,541,122,28,8,261,663552
3949305043,302492,4916695,3860837,237532,271805,4417923,3462027,212995,1,895,128663,134274,731078,DESY-HH_UCORE,0.254717,81,895,,0,3575,334527598,600,936,256818,266284,1346220,247,10000,332609565,564,132,31,8,318,663552
3949305044,300780,2483860,1578941,191200,238083,1966105,1418177,171732,1,895,85898,90173,525988,DESY-HH_UCORE,0.3006135,98,895,,0,3665,334842458,600,936,256293,265976,1346124,247,10000,332989622,541,152,37,9,326,667648
3949305048,248260,1366764,1562844,283876,323147,1779048,1401152,254506,1,895,111693,130836,701788,DESY-HH_UCORE,0.28791773,112,895,,0,4373,335662811,600,938,223385,260840,1346124,247,10000,333789530,541,212,37,12,389,663552
3949305058,279392,4541228,3587380,220708,258686,4204680,3221079,198171,1,895,114546,121512,827354,DESY-HH_UCORE,0.26086956,84,895,,0,3620,335911648,600,938,222505,231916,1345108,247,10000,334045953,570,142,34,8,322,675840
3949305062,452100,3733470,3027241,366580,721199,5955709,2710769,328257,1,895,105517,116050,700450,DESY-HH_UCORE,0.27129337,86,895,,0,3563,335341770,600,937,232777,256436,1346128,247,10000,333495617,566,152,27,8,317,663552
3949372601,262348,2166486,2754361,333536,356858,2946962,2465621,298571,1,895,172079,178816,828513,BNL_PROD,0.16470589,70,895,,0,4242,335415847,600,937,256557,266388,1235440,247,10000,333571745,33076,192,88,20,425,692224
3949372605,426632,3523154,3049571,369284,699277,5774677,2731386,330753,1,895,112231,116609,591518,BNL_PROD,0.13646056,64,895,,0,4681,338090563,600,942,256903,265524,1234392,247,10000,336172859,33109,152,154,64,469,688128
3949372615,305828,4970918,3921952,241292,267918,4354738,3516489,216346,1,895,132605,136880,638864,BNL_PROD,0.15402299,67,900,,0,4341,336069547,600,939,259658,265732,1234396,247,10000,334249241,41876,142,164,16,435,688128
3949372616,409568,3409736,3072033,369004,668496,5565370,2751394,330489,1,895,111512,116372,591125,BNL_PROD,0.05965293,55,900,,0,9203,337837424,600,942,255315,265064,1233460,247,10000,335901285,42267,152,629,22,922,8494730
3949904583,295348,2458832,1734872,208388,241884,2013734,1558125,187157,1,895,85564,89461,487348,DESY-HH_UCORE,0.26751593,84,895,,0,3530,338114627,600,943,256284,266128,1346108,247,10000,336233921,488,152,47,10,314,679936
3949904590,360028,2949349,3016654,368244,399610,3273610,2703032,329960,1,895,150574,158024,870580,DESY-HH_UCORE,0.21859297,87,895,,0,4474,337151753,600,941,254245,265092,1345192,247,10000,335262079,546,192,52,9,398,684032
3949904591,452272,3734891,3023079,366076,734307,6063961,2707497,327861,1,895,114810,120961,702196,DESY-HH_UCORE,0.2964072,99,895,,0,3755,334838590,600,936,255197,266272,1346116,247,10000,332987596,540,152,47,10,334,675840
3949904595,301764,4983973,4564727,276380,303326,5009776,4094565,247913,1,895,127971,134040,730550,DESY-HH_UCORE,0.2610063,83,895,,0,3575,337901587,600,942,255608,265820,1345180,247,10000,335963585,553,132,43,6,318,671744
3949904600,292852,2438052,1737436,208696,256159,2132575,1560679,187464,1,895,85553,89409,487010,DESY-HH_UCORE,0.309375,99,895,,0,3597,337017088,600,940,256202,265956,1345104,247,10000,335215025,561,152,43,10,320,671744
3949304943,302084,2474672,1598816,195168,233076,1909365,1436758,175385,1,895,85084,89245,487036,DESY-HH_UCORE,0.30141845,85,895,,0,3170,336426833,600,939,254737,265476,1345188,247,10000,334589517,175,152,33,10,282,675840
3949304954,449708,3684007,3001974,366452,636475,5214004,2688267,328157,1,895,110219,116738,698845,DESY-HH_UCORE,0.26875,86,895,,0,3597,335168137,600,937,254074,265800,1345104,247,10000,333380844,209,162,30,9,320,675840
3949304961,295072,1624482,1639016,297712,335263,1845753,1468674,266770,1,895,119312,125553,669254,DESY-HH_UCORE,0.22100656,101,895,,0,5137,335351545,600,937,254541,266280,1346136,247,10000,333434585,217,222,50,14,457,692224
3949304969,301648,4982057,4125266,249772,282918,4672713,3700866,224075,1,895,103019,110456,731024,DESY-HH_UCORE,0.27129337,86,895,,0,3563,335521998,600,938,205517,218656,1346120,247,10000,333641637,373,142,28,8,317,688128
3949304970,298156,2442493,2996535,365788,395565,3240476,2682435,327445,1,895,106973,112368,696777,DESY-HH_UCORE,0.25376883,101,895,,0,4474,334613392,600,936,253813,263904,1344080,247,10000,332788602,407,212,36,12,398,684032
3949304976,352952,2914700,3022980,366064,397077,3279093,2707040,327805,1,895,132532,138153,782940,DESY-HH_UCORE,0.27918783,110,895,,0,4429,334789901,600,936,256075,264548,1344084,247,10000,333020485,464,182,41,11,394,696320
3949304982,357684,1476888,1517254,367460,403617,1666550,1359195,329180,1,895,185263,199315,1057524,DESY-HH_UCORE,0.21722846,116,895,,0,6003,336289625,600,939,251421,267708,1346296,247,10000,334455377,467,322,52,11,534,700416
3949304999,296948,4904431,4519341,273632,305657,5048283,4052582,245371,1,895,126567,134128,731030,DESY-HH_UCORE,0.2681388,85,895,,0,3563,336150621,600,939,252607,265996,1346132,247,10000,334284654,510,132,30,8,317,688128
3949305007,278428,2317969,2873360,345140,365369,3041776,2573308,309098,1,895,171028,177810,826940,BNL_PROD,0.078608245,61,895,,0,7745,336067086,600,939,256832,266240,1235432,247,10000,334247960,7722,172,376,95,776,8755176
3949305011,266280,2216835,2340980,281192,312786,2604013,2097428,251937,1,895,172463,180605,855246,BNL_PROD,0.107902735,71,895,,0,6567,335778724,600,938,255509,266140,1234404,247,10000,333839657,7745,202,238,144,658,700416
3949305014,277292,4579790,4991900,302244,322753,5330634,4472294,270783,1,895,129147,134094,623208,BNL_PROD,0.2,71,895,,0,3543,336378037,600,939,257535,266112,1234404,247,10000,334488293,28548,122,92,21,355,692224
3949305015,437816,3615512,3034970,367516,396932,3277897,2716921,329002,1,895,168724,173956,821985,BNL_PROD,0.13221602,71,895,,0,5360,336200419,600,939,255984,265456,1234384,247,10000,334395863,27580,162,270,19,537,684032
3949305031,274804,4538698,5810440,351804,363388,6001764,5199197,314795,1,895,128892,134114,623212,BNL_PROD,0.19827586,69,895,,0,3473,333610276,600,934,257215,266152,1234412,247,10000,331762066,38723,112,91,18,348,679936
3949305041,420472,3472284,3019544,365648,402027,3319966,2703203,327341,1,895,160756,169394,843638,DESY-HH_UCORE,0.30340558,98,895,,0,3631,334484951,600,936,252620,265872,1345072,247,10000,332579054,544,172,37,11,323,663552
3949305045,414264,3421018,3040553,368192,410479,3389765,2724102,329871,1,895,132674,139912,814400,DESY-HH_UCORE,0.30769232,100,895,,0,3653,337093707,600,941,199163,210048,1345104,247,10000,335171198,540,182,34,10,325,675840
3949326276,302204,4991240,5307160,321332,344165,5684281,4754721,287883,1,895,130619,138320,760596,DESY-HH_UCORE,0.38207546,81,895,,0,2383,334556290,600,936,253670,265904,1345100,247,10000,332660890,102,112,25,6,212,675840
3949372602,269448,4450237,5799803,351160,365452,6035859,5190422,314263,1,895,129040,133788,623210,BNL_PROD,0.18681319,68,895,,0,3633,333876049,600,934,257323,265500,1234408,247,10000,332030484,3680,112,143,14,364,684032
3949372604,274824,4539028,5403086,327140,341484,5640004,4836660,292844,1,895,132302,138582,669784,BNL_PROD,0.17031631,70,895,,0,4102,334339505,600,935,257388,266416,1235428,247,10000,332457133,33112,162,154,21,411,684032
3949372607,389360,6430720,6023696,364716,385041,6359391,5388074,326231,1,895,124293,128208,615798,BNL_PROD,0.15424165,60,895,,0,3882,333353889,600,933,247844,254340,1219592,247,10000,331558968,32197,102,146,14,389,684032
3949372608,304264,4945497,5334942,328224,337426,5484513,4776092,293841,1,895,129537,134086,623248,BNL_PROD,0.16367713,73,895,,0,4451,334614375,600,936,258283,266100,1234492,247,10000,332801053,31801,112,161,30,446,692224
3949372609,432968,7150955,6079521,368096,587841,9708860,5443242,329571,1,895,41561,44076,278412,BNL_PROD,0.1855346,59,895,,0,3174,336845195,600,940,78623,81776,527716,247,10000,334962257,24991,92,95,17,318,671744
3949372618,405220,6586433,5992382,368672,638032,10370557,5365826,330124,1,895,39429,41966,269896,BNL_PROD,0.13984169,53,895,,0,3783,337440122,600,941,78277,81848,527788,247,10000,335527374,29251,92,140,12,379,684032
3949315054,463740,2553063,2024569,367744,732711,4033851,1814134,329520,1,895,151502,157070,862932,DESY-HH_UCORE,0.276808,111,895,,0,4508,336550400,600,940,258573,266788,1346132,247,10000,334681908,323,222,52,10,401,679936
3949315064,332208,5399698,5791678,356324,376786,6124278,5188054,319186,1,895,102059,108236,762208,DESY-HH_UCORE,0.29571983,76,895,,0,2889,335665677,600,938,196522,205556,1346200,247,10000,333748389,343,112,24,6,257,671744
3949315084,476964,2640060,2047313,369876,410751,2273563,1835362,331583,1,895,179265,187387,1042778,DESY-HH_UCORE,0.27860695,112,895,,0,4519,338699193,600,944,269536,278968,1363980,247,10000,336881418,350,232,35,10,402,671744
3949315094,303148,1668943,1822521,331044,359988,1981873,1634488,296889,1,895,113134,123180,701792,DESY-HH_UCORE,0.28465346,115,895,,0,4542,337698079,600,942,226448,246204,1346132,247,10000,335910543,396,212,37,12,404,671744
3949315095,356464,2967635,2567292,308376,333472,2776228,2299060,276156,1,895,169457,175494,935717,DESY-HH_UCORE,0.22736841,108,895,,0,5340,334379239,600,935,256986,265164,1346128,247,10000,332518239,379,202,52,13,475,733184
3949315110,322448,2641494,3015376,368088,406650,3331278,2701664,329793,1,895,117680,135152,775168,DESY-HH_UCORE,0.27,108,895,,0,4497,336939682,600,940,227102,261408,1345184,247,10000,335092430,401,202,46,11,400,671744
3949315123,450708,3721975,3033979,367396,739647,6108059,2718128,329148,1,895,92247,100949,701938,DESY-HH_UCORE,0.28977272,102,895,,0,3957,336180845,600,939,192763,207268,1345200,247,10000,334303629,378,152,34,10,352,675840
3949315128,310036,2539814,3013509,367860,411533,3371281,2699564,329536,1,895,140449,159564,880533,DESY-HH_UCORE,0.25765306,101,895,,0,4407,336758570,600,940,231583,262428,1344080,247,10000,334827756,406,192,44,9,392,684032
