kmeans,wall_time,cpuconsumptiontime,cpu_eff,IObytesRead,IObytesReadRate,IOcharRead,timeStageOut,workDirSize,dbTime,maxrss,maxvmem
175,1135.5217391304348,244.43478260869566,0.2180764152173913,1936.3697391304352,3052.8419565217396,1003.7920434782608,58.52173913043478,606.189709652174,11.745652173913042,826.3975652173915,3132.1187826086957
176,4618.0,145.0,0.031398874,3274.724,1268.754,1153.793,195.0,618.874968,5.84,781.44,3219.428
177,932.2941176470588,221.41176470588235,0.23856671117647058,1916.8691764705884,3828.888941176471,992.8578823529414,52.705882352941174,606.8070977058824,7.420588235294118,814.6882352941176,3030.5602352941173
178,2813.0,151.625,0.060347512875,2042.3469999999998,1296.001,1492.6422500000003,149.125,607.8511673749999,43.533750000000005,817.5284999999999,3050.451
179,4289.0,169.0,0.039403126000000004,1785.856,710.457,1450.437,726.0,606.777047,6.72,910.792,3317.624
180,746.1666666666666,190.5,0.2559967966666667,1764.7966666666664,7346.145166666666,960.8373333333333,34.833333333333336,607.2410205,8.065,740.8586666666669,2175.882
181,1017.25,145.0,0.1432411975,1482.2419999999997,1984.62775,732.19,22.0,606.62528,97.3125,809.1229999999999,2175.382
182,5509.4,310.0,0.06384979799999999,2906.1464,1096.7412,1519.875,153.6,612.6120562,26.880000000000003,816.4839999999999,3213.3399999999997
183,495.75,177.5,0.35812059249999995,1967.629,8083.496,927.2,29.25,7.43424,7.220000000000001,772.345,3103.925
184,10200.0,189.0,0.018529411000000003,2377.92,807.357,1545.479,56.0,605.151664,165.74,797.784,3071.704
185,565.8571428571429,170.0,0.30071669142857144,1609.1537142857144,5362.053,791.4561428571429,31.0,7.4506239999999995,15.325714285714286,807.4977142857143,2917.461714285714
186,1551.0,185.0,0.11927789,2050.624,1886.647,1456.576,84.0,605.31649,5.21,1012.024,3205.108
187,1808.25,203.0,0.1150159975,1399.08,1441.94125,1410.623,40.25,610.2800837499999,56.635,863.669,3213.309
188,1201.6666666666667,162.58333333333334,0.13751761533333334,2019.1883333333335,3248.7647500000003,1050.8101666666666,64.16666666666667,605.015535,6.883333333333333,816.125,3149.406666666667
189,612.9,232.9,0.3804743890000001,1919.1604000000002,5411.895399999999,972.1408999999998,39.0,7.369932800000001,8.206999999999999,806.2596,2784.1308000000004
190,1918.125,314.5,0.168641569375,2307.4405,1865.111875,1078.8382499999998,85.0,601.6218120000001,12.37125,859.9100000000001,3304.7190000000005
191,3988.0,317.3333333333333,0.08062148466666667,1956.84,2829.5651666666668,998.6006666666667,66.16666666666667,612.0733716666667,9.078333333333333,823.9606666666665,3123.218666666666
192,2547.9375,247.0,0.09778554824999999,1914.2962499999999,4819.407187500001,919.792,44.875,608.8163315625,11.711250000000001,810.6852500000001,3060.7472500000003
193,535.25,143.5,0.2693601925,1886.2160000000001,7062.1385,909.8292499999999,31.25,7.382016,7.459999999999999,817.0060000000001,3066.9629999999997
194,1046.0,209.0,0.20122014666666665,2068.2613333333334,2925.293,1412.5529999999999,42.666666666666664,596.5305173333333,128.76666666666668,825.1346666666667,3158.812
195,719.375,156.75,0.2190573,1755.8649999999998,5802.1140000000005,846.2102500000001,31.5,600.698558,12.645,823.72,3113.9775
196,490.14285714285717,213.28571428571428,0.4356185257142857,1621.9422857142858,6519.866714285714,830.589142857143,44.57142857142857,7.337691428571429,4.698571428571428,765.3205714285715,3100.303428571429
197,4463.0,211.0,0.047277614,2462.58,653.116,1367.352,100.0,621.303059,257.59,856.772,3315.996
198,783.0,222.35714285714286,0.2870040957142857,2145.3425714285713,6791.942928571428,1506.5147142857143,41.57142857142857,601.6409015,7.710000000000001,814.3820000000002,3079.7185714285706
199,1290.5,210.66666666666666,0.16827520333333335,1490.9846666666665,1697.8211666666668,895.7391666666667,34.5,604.5821601666667,76.77833333333332,814.9126666666667,3067.3153333333335
