kmeans,wall_time,cpuconsumptiontime,cpu_eff,IObytesRead,IObytesReadRate,IOcharRead,timeStageOut,workDirSize,dbTime,maxrss,maxvmem
162,1294.0,315.6666666666667,0.24707713666666667,2019.3533333333335,2724.8489999999997,1024.9643333333333,71.66666666666667,610.2226113333332,8.313333333333334,1014.8359999999999,3208.1173333333336
163,1557.0,321.1666666666667,0.20791245249999998,2136.762,3094.4568333333336,1231.0500833333333,82.33333333333333,612.3218572499999,7.516666666666668,823.3920000000002,3102.7460000000005
164,2221.923076923077,236.53846153846155,0.11305834623076921,2170.2895384615385,2072.162307692308,1253.970076923077,81.07692307692308,608.9088774615383,7.9023076923076925,824.523076923077,3115.4018461538462
165,2601.0,258.6,0.09947472119999999,2081.2504,5075.515,1530.0300000000002,50.8,607.7703918,6.4079999999999995,822.4440000000001,3012.0576
166,766.0,213.66666666666666,0.2836057,2326.3306666666667,6165.8656666666675,1462.2983333333334,38.333333333333336,603.6269023333333,7.6933333333333325,894.1013333333334,3309.873333333333
167,351.9,140.4,0.4004413790000001,1310.0279999999998,7068.9079,1447.9953,19.9,7.4387456,6.293999999999999,826.3119999999999,2172.7932
168,568.2,216.8,0.38195841700000005,2228.532,7393.2672999999995,1332.4669,36.0,7.4645504,7.492999999999999,803.6268,3102.7884
169,13671.0,150.0,0.010972131000000001,2306.568,187.901,1185.91,57.0,597.573802,7.27,996.324,3305.296
170,841.6428571428571,224.71428571428572,0.2704420292857143,2022.9125714285713,6117.684142857143,1136.8292142857142,46.642857142857146,603.1734152142857,6.983571428571428,815.2045714285713,3102.862857142857
171,964.0,169.0,0.17531121,2128.16,7098.488,1524.01,36.0,602.456064,13.25,690.5,2177.056
172,721.8571428571429,248.42857142857142,0.34494874000000003,2249.717714285714,5711.9767142857145,1256.6437142857142,42.142857142857146,604.9535558571428,7.001428571428571,802.1011428571428,2883.864
173,1949.0,314.0,0.16110826,2604.388,1955.2,1438.602,128.0,613.220953,6.04,1092.224,3541.944
174,11434.0,288.0,0.025188036,2813.548,276.044,1367.472,67.0,613.259824,6.87,1101.104,3545.04
