pandaid,IObytesRead,IObytesReadRate,IObytesWriteRate,IObytesWritten,actualcorecount,assignedpriority,avgpss,avgrss,avgvmem,cpu_eff,cpuconsumptiontime,currentpriority,dbTime,failedattempt,hs06sec,inputfilebytes,maxcpucount,maxdiskcount,maxpss,maxrss,maxvmem,minramcount,nevents,outputfilebytes,queue_time,timeExe,timeStageIn,timeStageOut,wall_time,workDirSize,computingsite,jobstatus
4051901745,2434284.0,8119566.0,255646.0,76644.0,1.0,1100,1686176.0,1777718.0,3158042.0,0.7095238,298,1100,8.0,0,7463,39940896,0,469,2677270.0,2826936.0,4575300.0,2823,32,71673877,1774,332,3,9,420,8925184.0,DESY-ZN,finished
4051901750,2252612.0,5364359.0,182348.0,76572.0,1.0,1100,1670993.0,1772998.0,3232212.0,0.69952303,440,1100,12.23,0,11177,45701552,0,485,2742718.0,2904904.0,4539824.0,2823,38,79547385,1775,472,22,9,629,5570560.0,DESY-ZN,finished
4051901753,2173384.0,5175686.0,180986.0,76000.0,1.0,1100,1532714.0,1639723.0,3242550.0,0.78014183,440,1100,11.74,0,10022,45649876,0,485,2549563.0,2706500.0,4571688.0,2823,37,78636082,1775,472,3,9,564,8929280.0,DESY-ZN,finished
4051901763,2278708.0,6340752.0,238091.0,85564.0,1.0,1100,1684498.0,1754430.0,3195508.0,0.75342464,385,1100,9.03,0,9080,53052196,0,506,2630856.0,2684792.0,4601080.0,2823,44,89538514,1030,422,3,9,511,9027584.0,DESY-ZN,finished
4051901770,2523628.0,3238339.0,109601.0,85412.0,1.0,1100,1800995.0,1809435.0,3218848.0,0.7832981,741,1100,14.47,0,10287,51343992,0,501,2908123.0,2917856.0,4607596.0,2823,41,89811742,3067,826,3,9,946,79084936.0,IN2P3-CC_CL7,finished
4051901778,2990092.0,4529370.0,129169.0,85272.0,1.0,1100,1723725.0,1734263.0,3105010.0,0.7181818,632,1100,13.66,0,9569,45512140,0,485,2889517.0,2899352.0,4567420.0,2823,37,80200975,3315,705,3,16,880,156215860.0,IN2P3-CC_CL7,finished
4051901779,2965628.0,5491506.0,131086.0,70792.0,1.0,1100,1794746.0,1803873.0,3319424.0,0.7470199000000001,564,1100,12.39,0,8210,40178292,0,470,2851487.0,2861436.0,4554312.0,2823,33,73334576,3311,605,3,8,755,13902032.0,IN2P3-CC_CL7,finished
4051901781,2841736.0,4304641.0,103823.0,68540.0,1.0,1100,1846283.0,1855352.0,3407470.0,0.79909194,704,1100,18.29,0,9580,38558308,0,465,2783921.0,2793604.0,4563640.0,2823,31,70860789,3317,756,3,10,881,114206108.0,IN2P3-CC_CL7,finished
4051901785,2180684.0,3636841.0,116062.0,69592.0,1.0,1100,1955778.0,1965009.0,3431334.0,0.7909535,647,1100,14.16,0,8895,38754988,0,466,2983892.0,2993860.0,4611388.0,2823,31,71870983,3065,695,3,10,818,13583796.0,IN2P3-CC_CL7,finished
4051901790,2493452.0,4158460.0,129390.0,77584.0,1.0,1100,1850733.0,1859588.0,3391993.0,0.78476423,649,1100,14.65,0,8993,45890612,0,486,2847528.0,2857292.0,4612568.0,2823,38,81084062,1902,695,3,8,827,114209740.0,IN2P3-CC_CL7_HIMEM,finished
4051901799,2322880.0,4834612.0,151776.0,72924.0,1.0,1100,1718493.0,1727471.0,3153416.0,0.73439765,506,1100,12.88,0,7492,34483132,0,454,2835682.0,2845532.0,4532168.0,2823,28,64962662,1930,544,3,8,689,5550080.0,IN2P3-CC_CL7_HIMEM,finished
4051901808,2237032.0,4142352.0,131168.0,70836.0,1.0,1100,1731596.0,1743454.0,3227771.0,0.7350993,555,1100,15.44,0,8210,40216672,0,470,2746747.0,2756620.0,4601360.0,2823,33,73569311,1954,625,3,9,755,13796225.0,IN2P3-CC_CL7_HIMEM,finished
4051901810,2686028.0,4068776.0,119377.0,78808.0,1.0,1100,1950547.0,1961546.0,3461143.0,0.74857795,658,1100,13.68,0,9559,47006288,0,489,2904478.0,2914300.0,4593624.0,2823,37,81743730,1680,725,3,9,879,97500592.0,IN2P3-CC_CL7_HIMEM,finished
4051901812,2761100.0,4182494.0,98437.0,64984.0,1.0,1100,1930717.0,1940461.0,3424548.0,0.72429377,641,1100,14.87,0,9624,34873396,0,455,2890192.0,2899968.0,4590800.0,2823,28,66766935,1687,726,4,10,885,97435596.0,IN2P3-CC_CL7_HIMEM,finished
4051901821,2246912.0,4676499.0,117268.0,56344.0,1.0,1100,1755973.0,1764884.0,3196595.0,0.7326590000000001,507,1100,13.67,0,7525,29064840,0,439,2858429.0,2868204.0,4535976.0,2823,24,57062281,1687,565,3,10,692,5537792.0,IN2P3-CC_CL7_HIMEM,finished
4051901864,2677568.0,5561520.0,109819.0,52872.0,1.0,1100,1731079.0,1740056.0,3149019.0,0.7696,481,1100,15.19,0,6796,26079436,0,431,2898070.0,2907904.0,4564832.0,2823,22,52845865,3382,534,4,8,625,5607424.0,IN2P3-CC_CL7,finished
4051901886,2043452.0,3703530.0,143577.0,79220.0,1.0,1100,1901879.0,1910881.0,3293044.0,0.75831205,593,1100,12.57,0,8504,47439524,0,490,2985985.0,2995824.0,4581336.0,2823,38,82446657,3187,645,3,9,782,13797403.0,IN2P3-CC_CL7,finished
4051901888,2529132.0,5263884.0,121081.0,58176.0,1.0,1100,1776802.0,1786058.0,3204836.0,0.70851374,491,1100,13.67,0,7536,30931316,0,444,2858625.0,2868748.0,4565144.0,2823,26,58794086,3187,545,3,10,693,5619712.0,IN2P3-CC_CL7,finished
4051901907,2568352.0,5367331.0,154870.0,74108.0,1.0,1100,1673609.0,1686201.0,3167210.0,0.6382429000000001,494,1100,12.12,0,9720,34713196,0,455,2929421.0,2938944.0,4501408.0,2823,29,64777101,1466,545,20,76,774,5887091.0,FZK-LCG2,finished
4051901912,1995184.0,6654945.0,455376.0,136524.0,1.0,1100,1474364.0,1482055.0,2606879.0,0.53195167,308,1100,10.43,0,7271,28990132,0,439,2927266.0,2936224.0,4514264.0,2823,24,55998737,1464,374,20,65,579,5459968.0,FZK-LCG2,finished
4051901915,2676744.0,5593848.0,157587.0,75408.0,1.0,1100,1795663.0,1804768.0,3219376.0,0.6295337,486,1100,13.95,0,9695,38125484,0,464,2907829.0,2917592.0,4533028.0,2823,32,68341235,1273,535,19,68,772,5923341.0,FZK-LCG2,finished
4051901918,2467720.0,3743622.0,137334.0,90528.0,1.0,1100,2033744.0,2042780.0,3506103.0,0.75082326,684,1100,14.18,0,11441,46807016,0,488,2961153.0,2970824.0,4587560.0,2823,39,83430209,1425,735,23,94,911,80406552.0,FZK-LCG2,finished
4051901930,2411868.0,4028960.0,133611.0,79984.0,1.0,1100,1771676.0,1780525.0,3294287.0,0.6854566,608,1100,15.63,0,11139,39007824,0,467,2902959.0,2912584.0,4511048.0,2823,33,71608692,1429,675,24,66,887,5641720.0,FZK-LCG2,finished
4051901939,2741064.0,5728264.0,187078.0,89520.0,1.0,1100,1713420.0,1721351.0,3118253.0,0.6638536999999999,472,1100,14.33,0,8929,41234576,0,473,2855839.0,2864968.0,4530020.0,2823,34,73465792,1700,514,22,68,711,5533696.0,FZK-LCG2,finished
4051901940,2182880.0,4042077.0,157358.0,84980.0,1.0,1100,1791048.0,1799635.0,3228424.0,0.68333334,574,1100,13.9,0,10549,41829188,0,474,2850656.0,2860024.0,4542136.0,2823,35,74974653,1721,625,22,89,840,11573655.0,FZK-LCG2,finished
4051901943,2490068.0,4610903.0,167187.0,90288.0,1.0,1100,1805692.0,1814256.0,3239605.0,0.6698565,560,1100,13.82,0,10499,43708828,0,480,2863569.0,2872868.0,4558184.0,2823,36,78085356,1721,605,23,73,836,5939576.0,FZK-LCG2,finished
4051901964,2403248.0,4450137.0,191675.0,103512.0,1.0,1100,1687023.0,1695586.0,3080788.0,0.64481527,541,1100,15.23,0,10537,27723936,0,435,2851481.0,2860876.0,4618508.0,2823,23,55008637,1425,615,21,97,839,5818851.0,FZK-LCG2,finished
4051901966,2740616.0,5715663.0,205033.0,98312.0,1.0,1100,1537763.0,1544838.0,2742953.0,0.6629055,470,1100,10.9,0,8904,44658736,0,482,2855817.0,2864696.0,4542508.0,2823,37,77725636,1433,514,20,71,709,5574656.0,FZK-LCG2,finished
4051902010,1929288.0,4023606.0,155356.0,74492.0,1.0,1100,1502584.0,1509489.0,2558264.0,0.6503496999999999,465,1100,15.35,0,8979,34688556,0,455,2923609.0,2932800.0,4530528.0,2823,28,64753026,1509,514,22,73,715,5562368.0,FZK-LCG2,finished
4051902026,1942716.0,5405818.0,124816.0,44856.0,1.0,1100,1501429.0,1509384.0,2679435.0,0.61051005,395,1100,11.76,0,8125,12439240,0,393,2903605.0,2912732.0,4553596.0,2823,10,34925660,1625,444,19,64,647,5427200.0,FZK-LCG2,finished
4051902029,,,,,1.0,1100,,,,0.0,0,1100,0.0,0,50198,42156744,0,475,,,,2823,0,0,3341,0,0,0,4616,0.0,IN2P3-CC_CL7,failed
4051902034,,,,,1.0,1100,,,,0.0,0,1100,0.0,0,50035,5073416,0,373,,,,2823,0,0,3341,0,0,0,4601,0.0,IN2P3-CC_CL7,failed
4051902057,2810144.0,5203593.0,128753.0,69532.0,1.0,1100,1829863.0,1838418.0,3262829.0,0.76244664,536,1100,13.9,0,7645,34893164,0,455,2939758.0,2949516.0,4521416.0,2823,29,64256308,3446,585,3,9,703,5566464.0,IN2P3-CC_CL7,finished
4051902062,2753132.0,5098023.0,105184.0,56804.0,1.0,1100,1627342.0,1650637.0,3343688.0,0.7818696999999999,552,1100,13.99,0,7677,28785144,0,438,2545587.0,2581068.0,4577364.0,2823,24,57484235,3450,605,3,11,706,5595136.0,IN2P3-CC_CL7,finished
4051902064,2939424.0,7016247.0,113800.0,47676.0,1.0,1100,1485190.0,1493853.0,2953525.0,0.6635071,420,1100,11.54,0,6883,21869460,0,419,2786526.0,2796356.0,4568352.0,2823,18,47360883,3451,484,3,9,633,5505024.0,IN2P3-CC_CL7,finished
4051902069,3112784.0,5182911.0,129779.0,77944.0,1.0,1100,1757364.0,1766386.0,3374257.0,0.74910396,627,1100,15.14,0,9102,46466440,0,487,2742884.0,2752608.0,4541172.0,2823,39,81560870,3678,675,3,13,837,13522713.0,IN2P3-CC_CL7,finished
4051902079,2466824.0,4576137.0,105190.0,56704.0,1.0,1100,1551735.0,1559555.0,2800813.0,0.7590188,526,1100,14.64,0,7536,29363056,0,440,2756875.0,2766968.0,4544064.0,2823,24,57819074,3494,575,3,19,693,5533696.0,IN2P3-CC_CL7,finished
4051902081,2299540.0,6381379.0,111113.0,40040.0,1.0,1100,1377634.0,1394473.0,2845094.0,0.68330467,397,1100,11.57,0,6318,15898636,0,403,2597520.0,2621552.0,4501040.0,2823,13,39119418,3493,444,3,8,581,5455872.0,IN2P3-CC_CL7,finished
4051902092,1794444.0,5965943.0,119475.0,35936.0,1.0,1100,1382338.0,1403996.0,2487662.0,0.66071427,333,1100,12.09,0,5480,12988620,0,395,2777409.0,2788052.0,4464956.0,2823,11,34498560,4195,384,3,8,504,5464064.0,IN2P3-CC_CL7,finished
4051902096,2438084.0,5806041.0,131300.0,55136.0,1.0,1100,1502084.0,1510831.0,2820254.0,0.65023845,409,1100,13.19,0,6840,28474100,0,437,2868995.0,2878688.0,4493836.0,2823,24,55868786,4073,484,3,8,629,5537792.0,IN2P3-CC_CL7,finished
4051902106,2190588.0,5204552.0,115524.0,48624.0,1.0,1100,1466613.0,1491603.0,2915796.0,0.7309734,413,1100,13.09,0,6144,23119620,0,423,2567371.0,2605664.0,4528084.0,2823,20,48846492,4067,454,3,11,565,5545984.0,IN2P3-CC_CL7,finished
4051902108,2505924.0,4179260.0,130958.0,78524.0,1.0,1100,1892729.0,1901757.0,3413498.0,0.7747858,633,1100,15.3,0,8884,46549036,0,488,2873128.0,2882752.0,4542864.0,2823,39,82343322,4327,675,4,12,817,13516255.0,IN2P3-CC_CL7,finished
4051902119,2812512.0,6697702.0,119107.0,50016.0,1.0,1100,1706561.0,1715528.0,3171029.0,0.7280701999999999,415,1100,13.49,0,6198,19239740,0,412,2827247.0,2837028.0,4566344.0,2823,16,44391649,4364,464,3,12,570,5545984.0,IN2P3-CC_CL7,finished
4051902120,2558300.0,5335436.0,118216.0,56684.0,1.0,1100,1734921.0,1760031.0,3295027.0,0.7543582,476,1100,11.7,0,6862,24438736,0,426,2876119.0,2911384.0,4555916.0,2823,20,51127821,4308,524,3,8,631,5607424.0,IN2P3-CC_CL7,finished
4051902121,2559112.0,7101709.0,113478.0,40892.0,1.0,1100,1537416.0,1547491.0,2930061.0,0.68490565,363,1100,11.72,0,5763,16842268,0,405,2809840.0,2829268.0,4521300.0,2823,15,39849655,4110,424,3,15,530,5529600.0,IN2P3-CC_CL7,finished
4051902122,2853248.0,5938467.0,111024.0,53344.0,1.0,1100,1723379.0,1732364.0,3288395.0,0.8271812,493,1100,13.48,0,6481,26762188,0,433,2837267.0,2847040.0,4577264.0,2823,23,53742812,4110,535,3,11,596,5603328.0,IN2P3-CC_CL7,finished
4051902123,2615232.0,3633646.0,94958.0,68344.0,1.0,1100,1916017.0,1925136.0,3420002.0,0.7973713000000001,728,1100,17.64,0,9928,38087760,0,464,2840531.0,2850388.0,4564784.0,2823,33,70551349,4112,796,3,11,913,87466928.0,IN2P3-CC_CL7,finished
4051902126,1991720.0,6643391.0,139037.0,41684.0,1.0,1100,1424136.0,1431958.0,2498312.0,0.67261904,339,1100,13.07,0,5480,17635196,0,407,2844700.0,2854632.0,4462556.0,2823,15,41125955,4583,384,3,9,504,5472256.0,IN2P3-CC_CL7,finished
4051902129,1864848.0,7762619.0,210377.0,50540.0,1.0,1100,1565597.0,1583581.0,3079725.0,0.67948717,265,1100,9.17,0,6680,24934040,0,428,2784374.0,2794212.0,4476692.0,2823,21,51077028,1459,322,2,8,390,5455872.0,SARA-MATRIX,finished
4051902138,2754816.0,9158868.0,168521.0,50688.0,1.0,1100,1631337.0,1640259.0,2780922.0,0.67764705,288,1100,8.21,0,7280,23904324,0,425,2937123.0,2947084.0,4460840.0,2823,20,50735154,1484,342,3,8,425,8597504.0,SARA-MATRIX,finished
4051902142,2180164.0,9075154.0,238150.0,57212.0,1.0,1100,1623841.0,1632540.0,2744108.0,0.6146096,244,1100,14.64,0,6800,30053364,0,442,2887279.0,2897408.0,4441628.0,2823,24,57985963,1493,302,2,7,397,8876032.0,SARA-MATRIX,finished
4051902148,2164572.0,9010250.0,201070.0,48304.0,1.0,1100,1336868.0,1345451.0,2416519.0,0.5119047999999999,215,1100,6.71,0,7194,22802560,0,422,2788750.0,2798888.0,4422872.0,2823,20,48462457,1494,292,4,7,420,5513216.0,SARA-MATRIX,finished
4051902167,2899936.0,6905894.0,245455.0,103072.0,1.0,1100,1550017.0,1557679.0,3091736.0,0.6211180000000001,400,1100,11.01,0,8087,31423088,0,446,2621987.0,2631000.0,4608824.0,2823,26,61201531,1456,455,18,55,644,5533696.0,FZK-LCG2,finished
4051902180,2558520.0,5346784.0,167660.0,80228.0,1.0,1100,1673117.0,1695299.0,3196739.0,0.6940195,499,1100,14.12,0,9029,40542964,0,471,2796448.0,2820264.0,4553404.0,2823,35,74167976,1656,545,19,62,719,5966168.0,FZK-LCG2,finished
4051902188,1904836.0,6353589.0,202505.0,60712.0,1.0,1100,1665751.0,1673384.0,3131022.0,0.6021314,339,1100,11.32,0,7070,23105280,0,423,2836438.0,2844920.0,4498824.0,2823,19,48247583,1654,384,17,56,563,5439488.0,FZK-LCG2,finished
4051902195,2764388.0,2711430.0,73268.0,74700.0,1.0,1100,1258116.0,1265838.0,2540986.0,0.2657952,366,1100,13.12,0,17293,23819108,0,425,2819336.0,2828320.0,4594232.0,2823,20,50389832,1759,1099,24,101,1377,5864632.0,FZK-LCG2,finished
4051902196,1846056.0,4396189.0,120689.0,50680.0,1.0,1100,1432328.0,1489432.0,2984556.0,0.5755494000000001,419,1100,11.49,0,9142,23800488,0,424,2590197.0,2641220.0,4504440.0,2823,20,49677796,1693,494,20,100,728,5884444.0,FZK-LCG2,finished
4051902235,2443412.0,8150012.0,182638.0,54756.0,1.0,1100,1620267.0,1628937.0,2853732.0,0.6419214,294,1100,11.89,0,8138,27800412,0,436,2874865.0,2884676.0,4554476.0,2823,24,55582887,1309,352,3,9,458,7708672.0,DESY-ZN,finished
4051902238,949956.0,3168582.0,149777.0,44904.0,1.0,1100,1375541.0,1498450.0,3286686.0,0.6803456,315,1100,11.86,0,8227,20782816,0,416,2461896.0,2635216.0,4478384.0,2823,18,44503303,1335,372,3,9,463,5431296.0,DESY-ZN,finished
4051902241,1405468.0,4687945.0,142479.0,42716.0,1.0,1100,1292733.0,1379236.0,2651596.0,0.7096774,330,1100,12.19,0,8263,18205332,0,409,2509319.0,2677772.0,4522996.0,2823,15,42159389,1339,372,3,9,465,5451776.0,DESY-ZN,finished
4051902246,1955604.0,6522926.0,159170.0,47720.0,1.0,1100,1398587.0,1550469.0,2767974.0,0.6799163,325,1100,14.82,0,8494,22676972,0,421,2636881.0,2879996.0,4496856.0,2823,19,47571199,1340,362,3,9,478,5455872.0,DESY-ZN,finished
4051902250,1282700.0,4278452.0,209322.0,62756.0,1.0,1100,1485395.0,1580706.0,2961314.0,0.64681727,315,1100,11.51,0,8653,34778784,0,455,2520464.0,2681480.0,4582052.0,2823,30,64505815,1341,362,3,10,487,5492736.0,DESY-ZN,finished
4051902253,2256024.0,6260619.0,113222.0,40800.0,1.0,1100,1400014.0,1408603.0,2675602.0,0.6123894,346,1100,12.15,0,6144,16595848,0,405,2826712.0,2836356.0,4498320.0,2823,14,39776895,4585,434,3,8,565,5476352.0,IN2P3-CC_CL7,finished
4051902258,3125684.0,6518738.0,131097.0,62860.0,1.0,1100,1643223.0,1652022.0,3144087.0,0.72019076,453,1100,13.7,0,6840,28592160,0,438,2798110.0,2807664.0,4585344.0,2823,25,56972778,4851,525,3,9,629,5607424.0,IN2P3-CC_CL7,finished
4051902261,2750248.0,2282215.0,59790.0,72052.0,1.0,1100,1706683.0,1760273.0,3373886.0,0.8790435999999999,1250,1100,33.3,0,15464,40850760,0,472,2642444.0,2718292.0,4509680.0,2823,35,72585387,4892,1298,7,18,1422,28617400.0,IN2P3-CC_CL7,finished
4051902263,2809000.0,5201475.0,137819.0,74428.0,1.0,1100,1783870.0,1792501.0,3170321.0,0.77466863,526,1100,12.85,0,7384,37056880,0,461,2906959.0,2916748.0,4591832.0,2823,31,69249710,5005,585,3,8,679,5603328.0,IN2P3-CC_CL7,finished
4051902271,1976204.0,5499002.0,96066.0,34524.0,1.0,1100,1379337.0,1387437.0,2531611.0,0.6814159000000001,385,1100,13.36,0,6144,11500340,0,390,2887821.0,2897712.0,4538960.0,2823,10,33381233,5199,444,3,8,565,5480448.0,IN2P3-CC_CL7,finished
4051902273,2002992.0,4769915.0,108324.0,45488.0,1.0,1100,1593225.0,1601823.0,2972552.0,0.72496027,456,1100,13.39,0,6840,20702844,0,416,2951692.0,2961564.0,4586588.0,2823,18,44938417,5200,504,3,8,629,5459968.0,IN2P3-CC_CL7,finished
4051902291,2706368.0,5644237.0,200687.0,96228.0,1.0,1100,1744307.0,1752810.0,3192181.0,0.62113404,482,1100,13.23,0,9745,34208780,0,453,2793915.0,2803112.0,4505388.0,2823,29,63820693,2023,535,24,72,776,5897323.0,FZK-LCG2,finished
4051902298,2191660.0,5219208.0,214192.0,89944.0,1.0,1100,1528965.0,1573758.0,2959895.0,0.6157083000000001,439,1100,12.96,0,8954,21909540,0,419,2724100.0,2798992.0,4529140.0,2823,18,47983149,1690,484,25,92,713,5505024.0,FZK-LCG2,finished
4051902300,2107264.0,3909127.0,281206.0,151588.0,1.0,1100,1580992.0,1588582.0,2720072.0,0.6201923,516,1100,11.53,0,10449,44396900,0,482,2867006.0,2876340.0,4509104.0,2823,39,77207713,1692,575,23,92,832,5969759.0,FZK-LCG2,finished
4051902302,1946024.0,4645054.0,156211.0,65444.0,1.0,1100,1615746.0,1623817.0,2893826.0,0.5956071999999999,461,1100,12.45,0,9720,29244804,0,440,2880966.0,2890176.0,4528452.0,2823,25,56241777,1691,505,21,107,774,5878159.0,FZK-LCG2,finished
4051902310,2840676.0,2917605.0,179780.0,175040.0,1.0,1100,1247639.0,1255684.0,2543907.0,0.33015874,416,1100,14.02,0,12348,25089364,0,428,2741544.0,2750792.0,4546876.0,2823,22,52454200,2486,1043,21,30,1260,5517312.0,wuppertalprod_UCORE,finished
4051902314,2491324.0,5206358.0,145140.0,69452.0,1.0,1100,1316070.0,1412067.0,2686489.0,0.67285717,471,1100,18.77,0,6860,21795044,0,419,2614255.0,2790196.0,4560200.0,2823,18,46802158,2698,523,13,21,700,5505024.0,wuppertalprod_UCORE,finished
4051902321,2481404.0,5185627.0,405587.0,194080.0,1.0,1100,1559918.0,1672627.0,3184834.0,0.6174784999999999,431,1100,17.64,0,6840,24702820,0,427,2645857.0,2787532.0,4541452.0,2823,21,50642337,2711,522,15,22,698,5480448.0,wuppertalprod_UCORE,finished
4051902327,1498388.0,2779618.0,231705.0,124904.0,1.0,1100,1378561.0,1517346.0,2974121.0,0.5501319,417,1100,19.72,0,7428,29326500,0,440,2586396.0,2747844.0,4567500.0,2823,24,57573670,2718,623,16,23,758,9034852.0,wuppertalprod_UCORE,finished
4051902330,1940008.0,6470906.0,161852.0,48524.0,1.0,1100,1386094.0,1393954.0,2462221.0,0.6438356,329,1100,12.69,0,5007,15249008,0,401,2942666.0,2952128.0,4502884.0,2823,13,38173729,3032,372,13,23,511,5427200.0,wuppertalprod_UCORE,finished
4051902358,1975040.0,4119024.0,114195.0,54756.0,1.0,1100,1595857.0,1720100.0,3140204.0,0.73888093,515,1100,14.84,0,7579,27161808,0,434,2703118.0,2870932.0,4651092.0,2823,23,55790343,5258,565,4,11,697,5533696.0,IN2P3-CC_CL7,finished
4051902365,2330928.0,3887410.0,121379.0,72780.0,1.0,1100,1903469.0,1912707.0,3373101.0,0.786445,615,1100,14.6,0,8504,42930236,0,478,2869801.0,2879764.0,4557840.0,2823,38,75598700,5660,685,3,10,782,13523349.0,IN2P3-CC_CL7,finished
4051902367,2582728.0,6150496.0,145436.0,61072.0,1.0,1100,1714281.0,1735358.0,3202102.0,0.7859849,415,1100,11.81,0,5741,30367276,0,443,2853194.0,2888292.0,4600656.0,2823,26,58988711,6215,464,2,8,528,5570560.0,IN2P3-CC_CL7,finished
4051902369,2424764.0,4489978.0,113702.0,61404.0,1.0,1100,1834497.0,1843554.0,3287672.0,0.8019801999999999,567,1100,13.33,0,7688,32774952,0,449,2861107.0,2870968.0,4533144.0,2823,28,63020175,6416,615,3,15,707,13760585.0,IN2P3-CC_CL7,finished
4051902413,2373528.0,6622595.0,168706.0,60464.0,1.0,1100,1540047.0,1548099.0,2895198.0,0.5701079000000001,370,1100,10.91,0,8150,25067692,0,428,2952308.0,2961472.0,4547428.0,2823,22,52658753,1895,414,19,108,649,5488640.0,FZK-LCG2,finished
4051902426,2301096.0,5492592.0,213450.0,89424.0,1.0,1100,1313979.0,1370803.0,2815459.0,0.6125874,438,1100,14.83,0,8979,24290456,0,426,2594343.0,2699284.0,4479568.0,2823,22,49396895,1533,494,21,96,715,5825377.0,FZK-LCG2,finished
4051902427,2190828.0,5205122.0,159677.0,67208.0,1.0,1100,1574511.0,1582903.0,2954383.0,0.6246499,446,1100,13.77,0,8967,27443544,0,435,2809588.0,2818956.0,4489024.0,2823,24,54133214,1533,504,23,71,714,5492736.0,FZK-LCG2,finished
4051902428,1820408.0,4335111.0,363105.0,152476.0,1.0,1100,1616171.0,1642283.0,2902721.0,0.61420614,441,1100,12.61,0,9017,26665132,0,432,2777387.0,2827296.0,4628808.0,2823,23,54714068,1888,504,20,85,718,5545984.0,FZK-LCG2,finished
4051902430,2737976.0,5079143.0,167572.0,90332.0,1.0,1100,1530026.0,1537899.0,2768220.0,0.6288783,527,1100,16.56,0,10524,41355320,0,473,2874687.0,2883884.0,4493924.0,2823,36,72486554,1737,575,44,91,838,5888302.0,FZK-LCG2,finished
4051902438,3172248.0,4798200.0,122964.0,81296.0,1.0,1100,1949557.0,1967293.0,3476681.0,0.6884876,610,1100,18.46,0,8860,42729096,0,477,2787297.0,2805844.0,4531064.0,2823,37,77334644,1769,716,15,51,886,94187896.0,RAL-LCG2_UCORE,finished
4051902440,2990316.0,4523018.0,105655.0,69852.0,1.0,1100,1704867.0,1721879.0,2892062.0,0.6550169,581,1100,20.87,0,8870,36406840,0,459,3044791.0,3063436.0,4536632.0,2823,31,67084843,1767,715,15,25,887,74529224.0,RAL-LCG2_UCORE,finished
4051902446,2356972.0,5522973.0,123423.0,52672.0,1.0,1100,1673060.0,1690093.0,2875830.0,0.62624824,439,1100,15.96,0,7010,26911176,0,433,3041936.0,3060408.0,4461356.0,2823,24,53178303,1681,513,15,24,701,5525504.0,RAL-LCG2_UCORE,finished
4051902449,2921552.0,4856605.0,102034.0,61380.0,1.0,1100,1878299.0,1894834.0,3009553.0,0.7158404,592,1100,16.71,0,8270,31716920,0,446,3255040.0,3273580.0,4604768.0,2823,28,60344292,1773,653,21,28,827,5710231.0,RAL-LCG2_UCORE,finished
4051902450,2504012.0,3804314.0,93746.0,61704.0,1.0,1100,1463308.0,1536069.0,2747514.0,0.63504463,569,1100,19.54,0,8960,33070056,0,450,2718406.0,2877628.0,4539356.0,2823,28,63205949,1769,693,19,32,896,95040536.0,RAL-LCG2_UCORE,finished
4051902454,2705804.0,3480833.0,58414.0,45408.0,1.0,1100,1202108.0,1217281.0,2156764.0,0.33066934,331,1100,10.97,0,10010,19728304,0,413,3115186.0,3133996.0,4488760.0,2823,17,44475116,2068,853,9,15,1001,5521408.0,RAL-LCG2_UCORE,finished
4051902455,2073912.0,4938804.0,159972.0,67176.0,1.0,1100,1821650.0,1837812.0,2941556.0,0.7413249,470,1100,16.24,0,6340,37650320,0,463,3116672.0,3135516.0,4619220.0,2823,32,69594896,1762,503,16,25,634,5582848.0,RAL-LCG2_UCORE,finished
4051902474,2281540.0,4748571.0,132029.0,63436.0,1.0,1100,1543899.0,1598734.0,3136896.0,0.71742314,490,1100,11.9,0,7427,34561588,0,454,2596749.0,2692048.0,4575520.0,2823,29,65457743,7134,554,3,9,683,5582848.0,IN2P3-CC_CL7,finished
4051902478,2472268.0,4577942.0,116998.0,63184.0,1.0,1100,1885666.0,1894689.0,3344977.0,0.7486630999999999,560,1100,12.87,0,8134,33595224,0,452,2936404.0,2946244.0,4604008.0,2823,28,65009968,7136,615,3,12,748,13764472.0,IN2P3-CC_CL7,finished
4051902480,2194932.0,4577617.0,138079.0,66208.0,1.0,1100,1666100.0,1674856.0,3016980.0,0.6434783000000001,444,1100,48.44,0,7503,37388860,0,462,2843118.0,2852540.0,4524872.0,2823,34,68573921,7142,564,4,10,690,5550080.0,IN2P3-CC_CL7,finished
4051902498,2101860.0,7010764.0,172752.0,51792.0,1.0,1100,1496266.0,1505009.0,3025156.0,0.5535714,279,1100,10.74,0,8956,26160556,0,431,2535647.0,2545552.0,4509668.0,2823,23,52544191,1335,384,4,13,504,5476352.0,DESY-ZN,finished
4051902504,993760.0,2765245.0,152141.0,54676.0,1.0,1100,1305820.0,1454671.0,2757205.0,0.689243,346,1100,14.55,0,8920,28343896,0,437,2640617.0,2886556.0,4559516.0,2823,25,55782744,1335,392,3,9,502,8552448.0,DESY-ZN,finished
4051902505,1164312.0,3883568.0,168029.0,50376.0,1.0,1100,1523146.0,1697296.0,3200142.0,0.6872510000000001,345,1100,13.75,0,8920,24622076,0,427,2626792.0,2875104.0,4544228.0,2823,21,51165968,1335,382,3,9,502,8548352.0,DESY-ZN,finished
